,Game Name,Place Ids,Min Price,Max Price,Median Price,Mean Price
0,Blox Fruits,2753915549,350,2700,450.0,916.6666666666666
1,Welcome to Bloxburg,185655149,100,600,275.0,291.25
2,PLS DONATE 💸,8737602449,49,100000,399.0,14577.714285714286
3,[SUMMER🎡] Adopt Me!,920587237,85,1060,640.0,594.8571428571429
4,Pet Simulator 99! 💰,8737899170,175,3250,625.0,1072.9166666666667
5,[PSYCHIC] The Strongest Battlegrounds,10449761463,99,499,199.0,227.57142857142858
6,[💥 EP 74 PART 1] Toilet Tower Defense,13775256536,79,229,149.0,151.5
7,Blade Ball,13772394625,159,319,319.0,265.6666666666667
8,Brookhaven 🏡RP,4924922222,30,799,237.0,337.85714285714283
9,Dress To Impress 💖,15101393044,59,799,199.0,250.22222222222223
10,Anime Defenders [TOWER],17017769292,99,1299,299.0,565.6666666666666
11,[UPDATE 1] Gym League,17450551531,39,999,499.0,485.6666666666667
12,Murder Mystery 2,142823291,475,3399,1699.0,1554.2
13,Jujutsu Shenanigans,9391468976,100,300,150.0,183.33333333333334
14,a dusty trip [FREE CAR],16389395869,99,799,549.0,479.0
15,[⌛ SOON] Attack on Titan Revolution,13379208636,79,1649,299.0,539.0
16,[McLaren] Driving Empire 🏎️ Car Racing,3351674303,10,500,30.0,118.33333333333333
17,BedWars [Ballista],6872265039,399,799,399.0,424.80645161290323
18,Bee Swarm Simulator,1537690962,250,800,400.0,483.3333333333333
19,⚡NEW SKINS⚡  Tower Defense Simulator,3260590327,70,2250,382.5,621.7857142857143
20,(Renault 5) Greenville,891852901,65,500,100.0,173.57142857142858
21,[📲UPDATE 10] Grand Piece Online,1730877806,75,5000,162.5,606.25
22,[💥74] Skibidi Tower Defense,15444929588,49,499,224.0,254.0
23,Berry Avenue 🏠 RP,8481844229,149,799,399.0,424.125
24,Da Hood,2788229376,15,175,100.0,98.75
25,[🎉2B!] Slap Battles👏,6403373529,2,799,249.0,322.0
26,[⏳SUMMER UPDATE💎] A Universal Time 3.5 🏊‍♀️,5130598377,120,2500,200.0,523.5714285714286
27,Deepwoken,4111023553,150,150,150.0,150.0
28,Jailbreak,606849621,200,800,335.0,370.0
29,GALAXY 🚀 Dragon Adventures 🐉 Fantasy Pets ✨,3475397644,175,500,350.0,345.0
30,War Tycoon,4639625707,39,2499,199.0,554.0
31,Royale🌴High [POOL PARTY],735030788,50,1649,249.0,383.0
32,Arm Wrestle Simulator,13127800756,0,599,189.0,232.38095238095238
33,Emergency Response: Liberty County,2534724415,75,750,217.5,275.5
34,Sol's RNG,15532962292,80,249,100.0,143.0
35,Southwest Florida Beta,5104202731,19,399,149.0,165.14285714285714
36,[UPDATE 6] King Legacy,4520749081,350,2500,1000.0,1228.5714285714287
37,Murderers VS Sheriffs Duels,12355337193,399,399,399.0,399.0
38,[🔥S8] Ultimate Football 🏈 Sport League,2338325648,199,799,399.5,455.5
39,South Bronx: The Trenches❗,10179538382,100,800,600.0,513.0
40,[AURAS] Dungeon Quest! ⚔️ RPG Adventure,2414851778,180,1200,400.0,475.0
41,Build A Boat For Treasure,537413528,250,500,250.0,312.5
42,Heroes Battlegrounds,13076380114,95,799,222.0,305.3333333333333
43,untitled boxing game🥊,13621938427,25,399,150.0,149.8
44,Death Ball,15002061926,99,499,199.0,249.0
45,Emergency Hamburg,7711635737,199,799,349.0,384.7142857142857
46,[LIGHT V2 + RANKED] Fruit Battlegrounds,9224601490,199,749,544.0,509.0
47,Track & Field: Infinite,16426795556,58,215,87.0,120.0
48,Combat Warriors,4282985734,199,1999,499.0,637.4615384615385
49,Five Nights TD [ENDLESS],15846919378,799,799,799.0,799.0
50,Car Dealership Tycoon,1554960397,80,800,399.5,407.9
51,[🌴SUMMER] Sonic Speed Simulator,9049840490,199,2499,649.0,789.0
52,[RELEASE] Shinobi Lineage,15728281327,150,800,250.0,350.0
53,Theme Park Tycoon 2,69184822,98,498,98.0,218.0
54,Bayside High School 🍎,12640491155,250,699,499.0,477.0
55,Eat the World [MEGA MAPS],16480898254,250,650,450.0,450.0
56,[YUJI ITADORI] Project Baki 3,5951002734,50,1600,800.0,821.4
57,[OG Nuke!☢️] Car Crushers 2 - Physics Simulation,654732683,20,750,250.0,258.8235294117647
58,[👹BERSERK+🏯 INF CASTLE] Anime Last Stand,12886143095,499,999,749.0,749.0
59,SharkBite 2 🦈,8908228901,99,950,475.0,499.0
60,Fishing Simulator 🏝️,2866967438,50,999,249.0,272.8235294117647
61,Pet Simulator X! 🐾,6284583030,70,1879,300.0,524.0666666666667
62,Demonfall,4855457388,25,300,162.5,178.57142857142858
63,Shindo Life [237],4616652839,150,1750,349.0,479.8
64,Project Smash,15092647980,299,299,299.0,299.0
65,🏀Basketball Legends🏀,14259168147,99,699,349.0,364.0
66,Natural Disaster Survival,189707,80,80,80.0,80.0
67,Demon Blade,15014439457,350,5599,450.0,1549.857142857143
68,[CRAFTING] 🔪Survive the Killer!,4580204640,49,899,499.0,512.6363636363636
69,[ZENVO] Vehicle Legends 🏎️ CARS!,4566572536,29,800,80.0,249.57142857142858
70,"[Tire Spikes] Jupiter, Florida BETA",13415640045,75,750,200.0,254.16666666666666
71,[WAR TANK💥] Military Tycoon ®,7180042682,99,1999,499.0,729.047619047619
72,💪Muscle Legends,3623096087,99,499,299.0,322.75
73,[Update 1.5🎆🥶] Project Slayers,5956785391,50,900,300.0,392.85714285714283
74,[UPDATE + 4X] All Star Tower Defense,4996049426,175,799,200.0,330.8
75,The Presentation Experience,7772810845,99,399,299.0,291.85714285714283
76,[W33] Obby But You’re On a Bike,14184086618,99,399,174.0,222.75
77,SCP: Roleplay,5041144419,100,2500,500.0,755.5555555555555
78,Break In 2 (Story),13864661000,199,1299,249.0,499.0
79,تكفى ادعمني 💰,13191630520,50,699,125.0,205.875
80,Animal Race,17360443692,19,699,184.0,236.85714285714286
81,Tower Defense X: BETA,9503261072,365,600,482.5,482.5
82,[👿 DEVIL] Anime Dimensions Simulator,6938803436,799,999,899.0,899.0
83,Yeet A Friend!,11708967881,39,599,399.0,322.3333333333333
84,[EVENT] The Vampire Legacies 2 BETA,10561456271,375,1500,750.0,830.7692307692307
85,Evade,9872472334,300,680,375.0,432.5
86,[🧸TOY] Tapping Legends Final,15705682243,200,1500,400.0,480.0
87,Ohio.,7239319209,35,2499,200.0,499.0
88,Restaurant Tycoon 2,3398014311,50,1299,220.0,364.45454545454544
89,Warrior Cats: Ultimate Edition,3663340706,75,750,199.5,265.0
90,Gunfight Arena,14518422161,199,1599,599.0,775.9230769230769
91,[ANNIVERSARY] Mighty Omega,4878988249,220,650,300.0,390.0
92,[CHAOS EVENT] Heroes: Online World,12062942034,800,2600,1800.0,1686.6666666666667
93,Metro Life 🏙️ City RP,12985361032,269,699,399.0,427.3333333333333
94,Feather Family [Seriema],1365404657,300,600,500.0,480.0
95,[1st Event!][Free Titan]⚔Sword Warriors!,12986400307,169,1104,509.0,551.5
96,Launch Into Space Simulator,15535115259,99,1499,447.0,604.1666666666666
97,[🌴 SUMMER 🌴] Pet Catchers!,16510724413,79,1599,649.0,663.4444444444445
98,[🤩 GOJO UPD + 📈 x2 DROP ] AOPG,8396586868,150,4299,1325.0,1508.6304347826087
99,BARRY'S PRISON RUN! (FIRST PERSON OBBY!),8712817601,100,1500,300.0,404.1666666666667
100,[FREE PET]⚡Race Clicker,9285238704,79,700,300.0,345.52941176470586
101,[UPDATE 2] Untitled Gym Game,14708751132,29,430000,349.0,36161.333333333336
102,💂 Buckingham Palace,13476966119,100,9000,775.0,2450.0
103,Pull a Sword,13827198708,5,2199,205.0,321.0408163265306
104,Bladers: Rebirth,15423741735,350,800,450.0,533.3333333333334
105,[SASUKE EMS] Bloodlines,5571328985,250,600,350.0,400.0
106,Criminality,4588604953,99,450,249.0,242.28571428571428
107,Horrors RNG 💀 [PHOBIA 1],17651315739,499,499,499.0,499.0
108,Cali Shootout PLAYSTATION SUPPORT💥,12077443856,99,779,284.0,306.5
109,[8.0] Ultimate Toilet Roleplay 2,15270182488,25,300,200.0,181.25
110,💥 Flag Wars!,3214114884,75,2149,799.0,819.5454545454545
111,[⚛️Atomic] Anime Champions Simulator,14433762945,49,999,399.0,409.0
112,Booga Booga [REBORN],11729688377,149,999,249.0,409.0
113,Underground War 2.0 ⚔️ [NUKE],9791603388,350,350,350.0,350.0
114,Monster Ghoul[UPDATE #2],7622046644,200,400,200.0,241.66666666666666
115,Neighbors 🔊 [Voice Chat & Mic Up],12699642568,100,4000,350.0,876.4285714285714
116,[upd4.5] superbox siege defense,14852797539,10,450,107.5,144.375
117,🍕Work at a Pizza Place,192800,65,4200,212.5,754.2857142857143
118,Ride a Cart Simulator,14267508433,45,1295,295.0,381.8333333333333
119,[SHADOW SORCERER] Sorcerer Battlegrounds,13601434903,100,399,222.0,236.16666666666666
120,✈️Cabin Crew Simulator,5171347293,100,650,300.0,290.90909090909093
121,🧟 Aftermath 💥,15327728308,100,200,125.0,137.5
122,Ultimate Home Tycoon 🏠,15352028692,35,649,299.0,290.2307692307692
123,[🐍SNAKEMAN + MASTERED DEMON LEG 📈 x2] ONE FRUIT,11445923563,149,999,450.0,565.375
124,[NEW] Outfit Loader,4984400432,50,350,200.0,200.0
125,[❗UPDATE❗] Street Life Console Support 🎮,17339536356,150,3000,625.0,885.7142857142857
126,ANIME DESIGN OUTFITS,11493319571,49,49,49.0,49.0
127,Wild Horse Islands,6989310863,299,599,344.0,394.0
128,[UPDATE] Doodle World,5116869569,50,900,700.0,540.9090909090909
129,[⛩️UPD] Reborn As Swordman,16981421605,10,499,349.0,296.92857142857144
130,Drive World 🏎️ Drifting & Racing,10704789056,99,2199,499.0,799.0
131,😤[Breath]😤 +1 Blade Slayer [UPD],15744137588,49,999,299.0,372.75
132,Ultimate Battlegrounds,11815767793,299,399,349.0,349.0
133,[UPD] Skateboard Obby,16288616721,49,399,134.0,183.1
134,ZO SAMURAI SWORD FIGHTING,6678877691,100,500,250.0,272.1111111111111
135,[Reopen Update] ST : Blockade Reboot,17353288270,349,500,424.5,424.5
136,Fallen Survival🏹,10228136016,99,699,399.0,399.0
137,Sneaker Resell Simulator,12991635726,199,199,199.0,199.0
138,[Solar ☀️] Elemental Dungeons,10515146389,299,999,549.0,565.6666666666666
139,[💥SPETSNAZ] Special Forces Simulator,13733418612,89,4399,399.0,713.6923076923077
140,[🧟EVENT2]Skibidi Warriors🚽,16564468950,29,1299,399.0,392.2
141,Pull a Friend [2 Players],16590754220,199,399,399.0,332.3333333333333
142,Be a Snake,17012548142,99,549,295.0,297.85714285714283
143,[BROLY MASTERY] Z Battlegrounds,13447209899,65,800,250.0,326.27272727272725
144,Tongue Battles 🏋,16721806812,3,499,234.0,242.5
145,🏞️Loomunity Park🌈 Loomian Legacy,306964494,50,450,200.0,233.33333333333334
146,[🏆UPD] Pro Soccer Simulator,17426134305,19,2999,199.0,453.25925925925924
147,[ 🌋🧊 UPDATE 2] Fruit Seas,6897167394,99,2499,374.0,782.3333333333334
148,Mega Mansion Tycoon 🌴 [LIMITED],8328351891,95,750,450.0,423.3
149,[RAIDS!] Ultimate Tower Defense,5902977746,1499,1499,1499.0,1499.0
150,⚡Ninja Legends,3956818381,49,4499,299.0,691.6666666666666
151,Create a Cart Ride!,11727501024,18,1800,199.0,394.8888888888889
152,Bid Battles!,9603033881,99,999,399.0,426.77777777777777
153,[New Event]My Hello Kitty Cafe(Build),9346039031,149,399,299.0,286.5
154,🦀Animal Simulator,5712833750,200,1000,500.0,498.38709677419354
155,[MASCOTS] 🏀Hoop Nation🏀,15558033314,200,399,274.0,286.75
156,[✨UPD] Football RNG.,17504117264,25,399,149.0,180.5
157,Ninja Tycoon (v4.4),221718525,6,976,256.0,331.6923076923077
158,Livetopia🏡 New house,6737970321,198,2021,799.0,880.5555555555555
159,[🚨 MEGA UPDATE] Last To Score Loses,16769786356,399,499,449.0,449.0
160,[SISTER LOCATION!!!] Fredbear's Mega Roleplay,1343871267,10,250,45.0,71.29629629629629
161,Arsenal,286090429,245,725,445.0,465.0
162,[🤠New Zone!] SpongeBob Simulator,14696958202,149,1699,424.0,636.5
163,Elemental Powers Tycoon,10253248401,75,1699,349.0,667.0
164,Eat Blobs Simulator,8200787440,21,21,21.0,21.0
165,SharkBite Classic 🦈,734159876,49,79,64.0,64.0
166,🍧🍣 Conveyor Sushi Restaurant,11848247239,70,400,150.0,171.66666666666666
167,[⚫ VOID! ⚫] Pet Split Simulator,17721550716,95,750,362.5,379.0
168,BIG Paintball! Classic 🔫,3527629287,475,2125,800.0,1053.0
169,[CARD PACKS] Card RNG,17181264920,150,800,475.0,475.0
170,[Sonar]Bathroom Attack,13698105873,399,399,399.0,399.0
171,HAZE PIECE,6918802270,49,4999,749.0,1427.375
172,Color or Die 🎨,12931609417,99,159,99.0,114.0
173,Pilot Training Flight Simulator,20321167,15,195,95.0,103.66666666666667
174,Twisted [BETA],6161235818,50,650,200.0,236.11111111111111
175,Break In (Story),3851622790,99,1299,299.0,499.0
176,[UPD] Ro-Bio: Experiment,15155782598,19,1299,199.0,374.2631578947368
177,Maple Hospital,8704997000,75,800,362.5,365.625
178,Aura Craft [🔥FUSING],17298589168,99,299,199.0,199.0
179,[⏰] Cursed Arena,14206387098,99,300,299.0,239.6
180,Midnight Diner [HORROR],17603972231,24,449,199.0,216.1
181,starving artists (DONATION GAME),8916037983,99,399,199.0,228.41666666666666
182,War Machines,12828227139,250,1550,500.0,766.6666666666666
183,Roller Skate Racing,17501710879,19,699,249.0,269.90909090909093
184,Saber Showdown,12625784503,49,1666,399.0,464.70588235294116
185,🛒Retail Tycoon 2,5865858426,149,499,299.0,299.0
186,NEW House! Club Roblox,3457390032,145,1250,400.0,507.4736842105263
187,Mansion Tycoon 🌴🏠 CARS!,12912731475,10,650,400.0,331.25
188,Midnight Cashiers [HORROR],16723322990,25,650,199.5,252.625
189,Fling Things and People,6961824067,80,400,240.0,245.71428571428572
190,Wizard Tycoon - 2 Player,281489669,35,595,422.5,345.3
191,[COLLAB👾] Doomspire Defense,15549445942,50,100,75.0,75.0
192,MIC UP 🔊,6884319169,75,100,87.5,87.5
193,Flee the Facility,893973440,420,420,420.0,420.0
194,[WHITEBEARD] Anime Spirits,11756036029,249,3999,1049.0,1349.625
195,[⏰MASSIVE UPDATE⏰] Streetz War 2,11177482306,89,2500,512.5,773.5
196,ABA,1458767429,50,750,250.0,295.45454545454544
197,SCP: Site Roleplay,3226555017,100,2500,350.0,672.5
198,🎀 Angelaz's Murder Mystery 2 (MM2),15656882894,15,2999,99.0,228.06451612903226
199,Tradelands,198116126,500,500,500.0,500.0
200,[🍰Anniversary Update+7X] Anime Fighters Simulator,6299805723,29,1999,399.0,466.3076923076923
201,Every Second You Get +1 Speed But You’re On a Bike,16434787380,99,999,199.0,289.90909090909093
202,Build A Bridge Simulator,16280073867,59,1799,349.0,508.4117647058824
203,[🌈UPDATE] Chase's MM2,13245751864,15,2899,83.5,213.36111111111111
204,[FREE ADMIN],4522347649,99,777,299.0,358.04761904761904
205,[LAG FIX?!] Ro-Ghoul [ALPHA],914010731,250,4000,250.0,785.7142857142857
206,Barbie DreamHouse Tycoon,13166293021,399,11999,599.0,2721.222222222222
207,[⭐UPD] Brainrot RNG,16743085090,79,249,99.0,135.0
208,World // Zero ⚔️ Dungeons & RPG Adventure,2727067538,299,1299,499.0,632.3333333333334
209,Total Roblox Drama,4889315193,350,699,699.0,620.5714285714286
210,Draw & Donate 🎨,17070253881,149,499,299.0,315.6666666666667
211,[UPD] Super League Soccer,12177325772,79,799,249.0,354.7142857142857
212,Tower of Hell,1962086868,600,600,600.0,600.0
213,Bad Business,3233893879,99,699,499.0,355.2307692307692
214,My Restaurant! 👨‍🍳,4490140733,150,1999,600.0,689.2142857142857
215,Summer Event! - WORLD DEFENDERS TD,5732966938,450,450,450.0,450.0
216,Weapon Fighting Simulator,8554378337,3,1999,499.0,580.0
217,(💰NEW ROBBERY + MORE🔫) Tha Bronx 2 🔪,9874911474,70,1400,500.0,558.0
218,FNAF TPRR [🛠️ 64 PATCH ],373513488,50,1599,70.0,447.25
219,Cook Burgers,2971329387,90,300,112.5,155.0
220,BloxTube [BETA],889678361,250,1500,600.0,783.3333333333334
221,Karaoke,13626859672,30,499,299.0,266.42857142857144
222,[Buy All with Gems!] Console VS Coffin,15804157233,300,300,300.0,300.0
223,Piggy,4623386862,100,300,100.0,141.66666666666666
224,Regretevator [ ELEVATOR SIMULATOR ],4972273297,19,399,52.5,130.75
225,[x2][🪙TRADE] Dragon Soul | Anime Adventure🐲,8246874626,2,12000,249.0,1221.8666666666666
226,[🌊] Rogue Lineage,3016661674,150,500,300.0,291.6666666666667
227,Giga Mansion Tycoon,14238596528,49,1499,199.0,375.1
228,Redcliff City 🏡RP,8369888266,75,675,375.0,379.2857142857143
229,Horse Valley [NEW DRYAD HORSE],2830250344,100,499,299.0,299.25
230,Peroxide [EASTER],9096881148,100,10000,550.0,2800.0
231,[UPDATE] Ability Wars,8260276694,150,400,250.0,285.7142857142857
232,[ Challenges! ] Midnight Racing: Tokyo,3339374541,49,650,204.5,239.625
233,Desert Bus,14662419251,59,229,99.0,131.0
234,❓ LUCKY BLOCKS Battlegrounds,662417684,80,1700,320.0,550.0
235,Warrior Simulator [BETA],16436007861,179,899,336.5,418.375
236,Egg Empire 🐣,15800803561,79,1199,249.5,372.4166666666667
237,Base Battles 🔫 Gun Shooting,5326405001,249,1499,749.0,809.7142857142857
238,[👔OUTFITS] Olivia's Murder Mystery 2 (MM2),14105233526,15,999,83.5,119.78125
239,Clip It 😂🎬👗,11765402359,99,799,124.0,286.5
240,Prota Simulator,15917751894,199,999,399.0,463.2857142857143
241,Clone Army,17610920645,169,999,299.0,423.61538461538464
242,Boxing Beta! 🥊,6804602922,125,125,125.0,125.0
243,Laundry Simulator,6305942109,149,799,299.0,407.3333333333333
244,[🍀5X + QUESTS] Block Mayhem,14328009401,245,1095,395.0,536.6666666666666
245,Infectious Smile,5985232436,300,700,300.0,433.3333333333333
246,The Survival Game [Update!],11156779721,189,1989,694.0,788.0
247,[LAG FIXED] Realistic Car Driving™,5829141886,149,749,409.0,429.0
248,[DRINKS!] On Tap 17+,14104248348,45,150,85.0,91.0
249,Your Bizarre Adventure,2809202155,99,1999,299.0,599.0
250,Be a Tornado,17698307509,39,545,245.0,260.14285714285717
251,3008 [2.73],2768379856,8,12,8.0,9.333333333333334
252,SCP Warfare Tycoon 2,17275755958,99,799,399.0,403.54545454545456
253,💜 MeepCity 💜,370731277,199,400,300.0,299.6666666666667
254,Freaky Simulator,17563412486,49,399,174.0,194.0
255,Pick A Side,663655429,375,399,387.0,387.0
256,The Hole.,15198166649,149,200,199.0,179.2
257,Spray Paint!,5991163185,35,150,100.0,90.71428571428571
258,Pacer Test,1469741281,50,500,275.0,275.0
259,[✨UPDATE!] MotoRush! 🏍️,14055498520,199,399,299.0,299.0
260,🪵(LOGGER)🪵American Plains Mudding,7171174521,50,300,130.0,153.33333333333334
261,[NEW COS]Anime Dungeon Fighters,12135640403,299,999,399.0,499.0
262,Be a Shark,15334675936,99,549,295.0,297.85714285714283
263,Mad City: Chapter 2,1224212277,100,1000,300.0,375.0
264,Anime Ball,14861721759,39,1199,274.0,393.0
265,Midnight Terror [HORROR],17625583893,24,499,199.0,223.66666666666666
266,Epic Minigames,277751860,99,899,249.0,326.77777777777777
267,Airsoft FE [UPDATE],6792057800,299,1199,399.0,559.0
268,Zach's Service Station,9359839118,100,600,150.0,225.0
269,[🧪GEARS] Titan Tower Defense,14641667067,199,499,274.5,307.5
270,🚩Expedition Antarctica,2693023319,40,695,125.0,232.54545454545453
271,[UPDATE!] Project Flight | Early Access Pre-Alpha,6349094071,60,115,95.0,90.0
272,🔥 BIG Paintball 2!,9865958871,750,900,775.0,800.0
273,FIRE GOD☀️Slayer Tycoon (v1.7),6490016198,10,700,175.0,236.0
274,[SUPER ROLL] Anime Rarities,16778527574,49,599,299.0,357.3333333333333
275,Horse World,1185902301,20,240,240.0,203.33333333333334
276,[NEW EPISODE 73] Toilet Roleplay,14924280502,139,799,250.0,304.75
277,Seas Battlegrounds,13607362703,99,1299,299.0,354.55555555555554
278,[Rimuru V2] Second Piece,15049111150,150,2199,500.0,1059.6
279,Strongman Simulator x ICC #T20WORLDCUP Fan Zone!🏏,6766156863,99,799,299.0,399.0
280,[☄️UPDATE] Don't Press The Button 4,5171093784,100,499,249.5,258.5
281,💥 Find Poppy Playtime 3 Morphs,17570569247,99,999,399.0,449.0
282,[🌊] Resort Tycoon 2 🌴,12338455185,99,599,249.0,289.0
283,cart ride around nothing,10660791703,60,800,90.0,191.25
284,💪🏻 Lifting Simulator,3652625463,399,1999,599.0,741.8571428571429
285,1% Win Obby,13389049867,199,799,399.0,399.0
286,Airplane Simulator,6938764986,150,1150,450.0,543.75
287,Car Driving Indonesia,6911148748,49,399,154.0,187.33333333333334
288,PM,9447079542,125,1875,225.0,429.1666666666667
289,Legends Of Speed ⚡,3101667897,49,449,299.0,286.77777777777777
290,[INCINEROS🔥] Kaiju Universe,4110892437,320,400,360.0,360.0
291,👑STRONGEST PUNCH SIMULATOR,6875469709,250,1000,500.0,583.3333333333334
292,Broken Bones IV - Ragdoll Sim,2551991523,199,6999,449.0,1274.0
293,MM2 Obby,16181786582,25,899,174.0,223.53333333333333
294,Shrek in The Backrooms,9534337535,45,18999,249.0,2036.1818181818182
295,🥤 Make Boba and Prove Mom Wrong,16752197913,13,499,199.0,201.0
296,Swordburst 3 ⚔️ Dungeon RPG & Adventure,11523257493,300,800,550.0,550.0
297,[2 player] Cart Ride Mining Tycoon💎,14447851168,80,5000,275.0,786.9
298,PLS DONATE BUT INFINITE ROBUX 💸,14966088789,159,1199,300.0,552.6666666666666
299,RNG Gods [VESSELS 1.3],16993380837,199,399,299.0,299.0
300,Lee:// Rpg / v.4.1.6b [Fixes/QoL],13852550482,99,399,249.0,249.0
301,Scream Stream [HORROR],17121106661,145,295,249.0,221.5
302,Finest Donations,16836218726,149,749,374.0,411.5
303,Itty Bitty City,12613640465,45,1750,122.5,379.1666666666667
304,Guts & Blackpowder,12334109280,25,150,50.0,76.5625
305,Zombie Attack,1240123653,90,1000,375.0,486.6666666666667
306,🚀(SEASON) BAKE DA BABY,14567590300,179,2000,379.0,575.7777777777778
307,[🐇AI🐭] Yellowstone Unleashed,12054551325,225,850,547.5,539.375
308,[😳] Super Toilet Brawl,15068118098,99,549,249.0,299.0
309,[✨NEW!] Fabled Legacy!,11872917490,499,1499,749.0,874.0
310,Scary Sushi,16454399300,199,399,299.0,299.0
311,Project: No Hesi,10670451146,50,499,325.0,287.375
312,⭐️ Poppy Playtime 3 - RP,17506784727,99,499,249.0,274.0
313,Gun Armory Tycoon,17277889388,150,1200,400.0,450.0
314,Better Music?,17390083917,169,699,369.0,412.3333333333333
315,[recode] untitled tag game,14044547200,75,500,274.5,281.0
316,💪Kamehameha Simulator,15154513235,349,799,499.0,536.5
317,Cart Riding Simulator,17590970981,148,378,248.0,258.0
318,[Roland] Sakura Stand,8534845015,25,1599,75.0,442.57142857142856
319,Hit and Run Simulator,16736796044,199,399,299.0,299.0
320,DonationBlox  💸 DonationGame,6136825413,2,10000000,125.0,346624.125
321,🍰☕ Tea Time  || Dessert Buffet,17521026721,99,359,149.0,206.2
322,[🔥MAP UPDATES]🚗Midnight Chasers: Highway Racing,13822562292,10,350,175.0,162.0
323,Curse Battlegrounds,14247606802,99,499,299.0,270.42857142857144
324,Clone Playground,15984895378,139,999,199.0,372.2
325,Collect All Pets!,8884433153,399,599,399.0,465.6666666666667
326,Every Second You Get +1 WalkSpeed,12742233841,99,999,199.0,289.90909090909093
327,[👿TRAITOR!] Murder Mystery Killer (MM2),14492775556,15,999,99.0,147.25
328,La Llorona [Horror],13601491605,49,449,242.0,228.5
329,[new maps!] brawl 2,3255508650,49,999,99.0,171.72727272727272
330,Apocalypse Rising 2,863266079,250,250,250.0,250.0
331,🌲UPD⚒️generic roleplay gaem.,4598019433,15,2000,200.0,446.6363636363636
332,BE NPC OR DIE!💢,11276071411,49,349,249.0,215.66666666666666
333,[NEW🏎️] Dealership Tycoon 🏎️ Cars!,14475792710,200,800,500.0,491.6666666666667
334,[💎🫧x2 + 🌠UPD 11] Toilet Wars: Tower Defense,16005909342,99,499,149.0,206.14285714285714
335,[JURASSIC!] Prior Extinction - Dinosaur Survival!,6698800091,49,1999,299.0,667.2857142857143
336,Get Fat And Roll Race,14494334042,79,999,374.0,450.25
337,Skibi Defense 3.0,14279693118,3999,3999,3999.0,3999.0
338,Fundamental Paper Education: Morphs RP [UPDATE!],17270405009,15,1250,70.0,158.06451612903226
339,[GW REWORK] Roblox Is Unbreakable,6298464951,300,2000,300.0,607.1428571428571
340,The Floor Is LAVA! 🔥,815405518,25,999,149.0,274.84615384615387
341,Farming and Friends,2772610559,300,400,350.0,350.0
342,[ 200% Parasited ] Toilet Verse Tower Defense,15560168390,199,3499,449.0,830.25
343,✈️ Work at an Airport RP!,14973253793,75,3799,279.0,742.08
344,⚽️Ultimate Soccer,15131312477,159,399,199.0,250.42857142857142
345,[UPD 🚨] Find The Auras [200],17589670912,75,500,200.0,242.85714285714286
346,my wife left me tycoon [🐐 SHE TOOK THE KIDS],15498824034,94,749,449.0,435.25
347,70+ MAPS : Flood Escape 2 🌊,738339342,350,1200,599.0,627.5555555555555
348,Anime Outfit Shop [1000+],14967585086,99,99,99.0,99.0
349,+1 Fat Every Second 🍔,12166287786,29,299,99.0,121.85714285714286
350,Ball Eating Simulator,15352354257,21,558,179.0,233.28571428571428
351,My Car Wash 🧽,13536964001,49,499,299.0,278.0833333333333
352,LAVA Game 🔥,16237481577,50,999,139.0,346.4
353,Blackhawk Rescue Mission 5,2916899287,200,600,350.0,375.0
354,100 Players Toilet Escape,16880904685,59,399,99.0,139.0
355,[🎉 NEW] Donation Central 💸,8888175049,69,1299,249.0,393.3333333333333
356,Disaster Island 🏝️ Survival,14833592591,150,400,225.0,250.0
357,Salon de Fiestas,6358567974,50,160,105.0,105.0
358,EXPANSION 🚦 Ultimate Driving,54865335,5,299,149.0,168.5
359,Wacky Wizards,6888253864,235,400,350.0,330.8
360,[🌟EP74]Titan Wars: Tower Defense Toilet + RP,14713543756,199,199,199.0,199.0
361,Twilight Daycare,6507422231,50,999,449.0,488.0
362,weird strict dad [NIGHTMARE 4],14787369036,50,299,100.0,137.25
363,Color Block,5926001758,168,399,199.0,219.53333333333333
364,🥊 Boxing League,3738091713,99,888,199.0,297.77777777777777
365,⭐ Dinosaur Simulator [Datastore Recode],228181322,3,500,275.0,239.8
366,D-DAY,901793731,49,499,249.0,248.16666666666666
367,2X Kills Bathtubs War (Update 1.2),14411391757,70,700,475.0,417.0
368,(💸$999M+) SECRET ROBOX REWARD OBBY!,15965572356,199,999,299.5,465.8333333333333
369,🛡️ CLANS 🛡️ | Funky Friday,6447798030,399,399,399.0,399.0
370,Vesteria,2376885433,299,3499,799.0,1432.3333333333333
371,ChicBlocko,9196514723,299,10999,1437.5,2176.0
372,Teamwork Puzzles 2 (Obby),12641272458,99,699,299.0,308.3333333333333
373,Kohaú Hibachi Restaurant,4375619868,75,1000,150.0,241.07142857142858
374,RoCitizens [CAMPING ⛺],137877687,50,500,200.0,225.0
375,Field Trip Z,4954096313,70,1600,399.5,611.6
376,[🏷️SALE] [🕔RUSH HOUR] Road To The Riches [v2.4],6805611660,19,3999,299.0,938.6428571428571
377,Star Wars: Roleplay,4238077359,349,1998,998.0,1037.157894736842
378,Nuclear Blast Testing Facility ☢️💣,6153709,100,11300,550.0,1923.076923076923
379,[💸999M+] Obby Robux Roblox RBX Robox robix.,12037478139,59,289,99.0,132.42857142857142
